Title,Company,Location,Date,Link
2025년 하반기 상시채용 모집,(주)티엑스알로보틱스,경기 부천시,~ 07/28(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51040561&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
"직군별 채용 (기획 및 운영, 개발, 법무지원, 제휴영업 및 관리)",(주)헥토이노베이션,서울 강남구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51199483&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
서비스 기획/ PM 채용,(주)더존비즈온,서울 중구,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51208030&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
현대자동차그룹 지아이티 서버개발  경력 채용,(주)지아이티,서울 송파구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51189315&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
국립암센터 데이터결합팀 과제연구원 채용(보건의료빅데이터),국립암센터,경기 고양시 일산동구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51271574&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[상상스토리(주)] 신입개발자 추가 채용 공고,상상스토리(주),서울 구로구,~ 08/02(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51200364&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
사업개발 및 경영지원 채용,(주)신테카바이오,대전 유성구,~ 07/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51067575&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[발산역/상장사/신입가능] 금융IT기업 데이터 사무보조 채용,(주)사람인에이치에스,서울 강서구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51273952&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
S/W QA & Test Engineer (신입/경력) 모집합니다.,컴즈(주),서울 구로구,~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51164868&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[대덕전자] IT/시스템 담당자 수시 채용,대덕전자(주),경기 안산시 단원구,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51178441&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
"[대기업/연3,360만/신입가능/워라밸]키움증권 데이터관리직 채용",(주)사람인에이치에스,서울 영등포구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51242873&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[정규직] 소프트웨어 개발,㈜리버트론,서울 영등포구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51175953&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
(주)드림텍 2025년 3분기 연구·개발부문 상시 채용,(주)드림텍,충남 아산시,~ 07/27(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51261267&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[여의도/~3240만/소속전환]공기업 통계업무 채용,템프인(주),서울 영등포구,~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51223513&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[일본근무/CAL]비전공자 환영/ WEB개발 정규직 채용(일본어필수),칼주식회사(영업소),일본,~ 07/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51048793&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
2025년도 하반기 공무직 등 근로자 채용,국립기상과학원,서울 동작구,~ 07/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51251291&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
계룡건설_빅데이터 기반 Green Tech SW 개발자 교육생 모집,미래융합교육원,대전 서구,~ 07/15(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50833536&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
빅데이터 와 인공지능 AI 프로그램 개발자 모십니다.,(주)더원테크,서울 금천구,~ 07/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51105845&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[정규직] 각 부문별 개발자 경력 채용,(주)몽키소프트,서울 금천구,~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51236199&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[스타랩스]  Web개발 경력자 채용,주식회사 스타랩스,서울 강남구,~ 08/02(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51199368&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[NAVER] 플레이스 추천 서비스 Data Analyst 체험형 인턴,네이버(주),경기 성남시 분당구,~ 07/17(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51224606&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[알라딘] 데이터 사이언티스트 채용,(주)알라딘커뮤니케이션,서울 중구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50998428&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[두나무] Backend Engineer (콘텐츠/검색 서비스 개발),두나무(주),서울 서초구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51261837&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[신입] [광교] 25년 2분기 기술연구소 반도체 평가 및 연구 기획,큐알티(주),경기 수원시 영통구,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51176469&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
SFA 25년 4차 수시채용 7개 부문 (7월13일 마감),(주)에스에프에이,충남 아산시,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51014869&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[미리디] 데이터 분석,(주)미리디,서울 구로구,~ 08/25(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51134194&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[HL로보틱스] R&D 경력직 채용,에이치엘홀딩스(주),경기 성남시 수정구,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51212303&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[코스닥상장사] 네트워크 서버/라이브러리 개발자 채용,알서포트(주),서울 강동구,~ 07/14(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51255011&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
AI 사업부 JAVA 개발자 (신입),엔셀 주식회사,경기 성남시 분당구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51170392&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
2025 캐스트이즈 DevOps 개발자 신입/경력 모집,(주)캐스트이즈,서울 관악구,~ 08/08(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51256045&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
㈜마이크로인피니티 대전사업장 정규직 사원 모집,(주)마이크로인피니티,대전 유성구,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50838114&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
㈜마이크로인피니티 수원사업장 정규직 사원 모집,(주)마이크로인피니티,경기 수원시 영통구,~ 08/17(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51052445&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[프람트테크놀로지] 소프트웨어 개발분야 정규직 신입사원 채용,(주)프람트테크놀로지,서울 강남구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51261266&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[의료AI기업] 의료기기RA/SW테스트자동화/의료기기QA/CAS 모집,뉴로핏(주),서울 강남구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51260909&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[NARA SPACE] 각 부문별 직원모집,(주)나라스페이스테크놀로지,서울 영등포구,~ 08/31(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50846359&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[LS ITC] 경력직 수시채용,엘에스아이티씨(주),서울 용산구,~ 09/05(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51224013&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[신입/경력] 핀테크 웹 개발자 모집,(주)웨인테크놀로지,경기 과천시,~ 08/08(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51249023&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
(주)세이프티아 웹개발자(프론트엔드/백엔드) 채용,(주)세이프티아,경기 성남시 분당구,~ 08/08(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51252064&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[SK매직] '25년 하반기 R&D 경력 인재 상시 영입,에스케이매직(주),경기 과천시,~ 07/27(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51203175&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
스타트업 개발자 1인 추가모집,(주)블록젠,서울 동대문구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50804893&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
웹·앱 개발자 모집,(주)트러스트,경기 성남시 분당구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51270253&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
[NIT Service] 네이버웍스 플랫폼 기술지원/고객상담,엔아이티서비스 주식회사,경기 성남시 분당구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51260684&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
"[백엔드,서버] 개발자 채용",아타드(주),서울 송파구,~ 08/05(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51230647&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
백엔드 개발자 모집(경력 무관),(주)플레이아이디어랩,서울 종로구,~ 07/16(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51255978&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
서버 백엔드 개발[신입],패션앤스타일컴퍼니 주식회사,서울 종로구,~ 08/16(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51050679&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=fa0f93cf-32f5-4c4d-a60f-fe20c00086c2
지니언스(주) 2025년 공개 채용,지니언스(주),경기 안양시 동안구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51235656&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
에스트래픽(주) IT/DevSecOps 모집,에스트래픽(주),경기 성남시 수정구,~ 07/27(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51265841&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
개발자(신입/경력) 모집,(주)더블오,부산 해운대구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51226686&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[더데이랩스] 개발자 채용 (복지우수),(주)더데이랩스,서울 강남구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51266719&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[비상장/외국계법인] 재무회계 경력직,엠이엠씨코리아(주),충남 천안시 서북구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51175526&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
서울대학교병원 융합의학과 통계 분석 연구원 채용,서울대학교병원,서울 종로구,~ 07/22(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51238275&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
자동차부품(Door Module) 전산담당  경력직 채용,대동하이렉스(주),인천 남동구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51260678&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
TYM 경력사원 모집 (전북/익산),(주)티와이엠,전북 익산시,~ 09/01(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51203497&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[발레오 - 안양/경산] R&D Engineer (Sys/Test/SW),발레오모빌리티코리아(주),경기 안양시 동안구,~ 08/31(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51185132&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
(주)프라코 신입·경력직 모집(구매관리팀),(주)프라코,경기 화성시,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51061854&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
에스디바이오센서(주) R&D 연구원 수시채용,에스디바이오센서(주),경기 수원시 영통구,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51089016&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
(주)프라코 중앙기술연구소 연구원모집(에어모빌리티추진Lab),(주)프라코,경기 화성시,~ 08/08(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51254603&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
(주)프라코 경력직 모집 (재경팀),(주)프라코,경기 화성시,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51254495&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
사업지원(Business Development)팀 정규전환형 인턴,한영회계법인,서울 영등포구,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51262168&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
25년 하반기 부문별 채용,아트리움컨설턴트(주),경기 화성시,~ 07/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51163612&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
유기합성 생명과학 신약개발 연구원 채용,(주)셀티움,경기 수원시 영통구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51031475&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
메디컬아이피 분야별 채용,메디컬아이피 주식회사,서울 종로구,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51259596&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
"CTR 신사업기획, 손익관리, 이커머스, 마케팅 커뮤니케이션 채용",(주)씨티알,서울 동작구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51231802&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[알라딘] DevOps 경력직 채용,(주)알라딘커뮤니케이션,서울 중구,~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51255906&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
제어 S/W개발 경력직 채용 공고,(주)원익피앤이,경기 수원시,~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51249711&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[쿠팡] 카탈로그 데이터 분석 & 테스트 PM,쿠팡(주),서울 송파구,~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51156633&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
서울대학교병원 VitalLab 대학원생 모집,서울대학교병원,서울 종로구,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51071721&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
텔레칩스 차량용 반도체 임베디드 스쿨 3기 모집,특수법인한국전파진흥협회,서울 금천구,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51123758&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[무료]AI+데이터센터 전문인력 양성과정 교육생 모집,충북대학교산학협력단,충북전체,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51253466&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[대구] RTL 설계 엔지니어 (신입),(주)칩스앤미디어,대구 동구,~ 07/15(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51039188&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[서울 중구 / 대기업] 백앤드 개발자 모집,(주)코리아인,서울 중구,~ 07/18(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51102399&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[2차전지 AI 솔루션] X-ray/CT 영상 촬영 및 운영 경력 모집,(주)이노메트리,경기 화성시,~ 07/21(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51239584&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[신입] AI 영상처리 개발 채용,이노뎁(주),서울 금천구,~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51255384&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[경력] AI 영상처리 개발 채용,이노뎁(주),서울 금천구,~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51261537&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
AI 엔지니어 및 서비스 개발자 채용 공고,(주)더존비즈온,서울 중구,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51173033&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
(주)한솥 IT사업팀 경력직 채용,(주)한솥,서울 강남구,~ 07/20(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51264942&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
단암시스템즈 연구개발직(응용 소프트웨어 부문) 신입/경력 모집,단암시스템즈(주),경기 안양시 동안구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51175488&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[SOOP] 데이터 분석 및 지표 설계,(주)숲,경기 성남시 분당구,~ 07/27(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51238006&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[신입/경력] 소프트웨어(SW) 우수인재 모집,(주)제노레이,서울 강남구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51002748&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
Vision 검사 연구·개발 연구원 채용 (신입/경력),(주)에이치비테크놀러지,경기 성남시 분당구,~ 08/30(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51175928&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
유전자검사 연구원 모집(BI),(주)제이비케이랩,대전 유성구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51228743&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
"(주)대교CNS 대내외 프로젝트 PM 및 아키텍처(AA,TA,BA 등) 채용",(주)대교씨엔에스,서울 관악구,~ 07/23(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51104673&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
(주)버텍스아이디 MES 개발자(Web 개발자),(주)버텍스아이디,서울 송파구,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51275000&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
k8s / DevOps 엔지니어 모집,엔에이치엔인재아이엔씨(주),서울 구로구,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51027928&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
AI 사업부 인공지능 개발자 (신입),엔셀 주식회사,경기 성남시 분당구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51170553&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
지지옥션에서 응용 개발자를 모집합니다.,(주)지지옥션,서울 용산구,~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51236825&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[뉴로메카] 소프트웨어 개발자 채용,(주)뉴로메카,서울 성동구,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50916000&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
[신입] AI 영상처리 개발 채용 (전문연구요원 가능),이노뎁(주),서울 금천구,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51253588&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
Wavve Backend 개발자 채용(회원/인증),콘텐츠웨이브(주),서울 영등포구,~ 07/26(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51136683&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
Wavve Backend 개발자 채용(상품/빌링),콘텐츠웨이브(주),서울 영등포구,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51136667&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
아남전자(주) 시스템 및 전산업무 담당자 모집,아남전자(주),서울 구로구,~ 07/28(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50902191&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=293954e8-3754-4128-9786-f4d3fa24a702
